Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Leslie C,Jun 2018,5.0 of 5 bubbles,Cafe Bai was amazing! ,Went to Bai Hotel and got a room for my Parent’s anniversary and birthday. They were well taken of by Karen M. And Gregg from Cafe Bai. Amazing service from these two! Thank you so much guys! I will definitely come back!,June 2018,NA
Maria S,Jun 2018,5.0 of 5 bubbles,June visit,"My family stayed at Bai Cebu and had the privilege of being served sumptuous meal and VERY satisfying service at Bai Cafe. Supervisor Eric and waiter Franco made sure we were taken cared of. For two days, I had the sweetest Cebu mangoes as I had requested and Eric made it possible that I get mangoes every breakfast of my stays thank you Bai Cafe men and women whose service was definitely exceptional. —- Much Aloha from Mrs. Maria Snyder",June 2018,NA
VA5,Jun 2018,5.0 of 5 bubbles,Business,"The Bai Hotel Cebu is beatifully designed, intelligently equipped, wonderfully staffed and efficiently operated! I have been here over 5 times since it opened not so long ago and everytime the hotel surprises me with something new and unique. Mabuhi!",June 2018,NA
Rubi J,Jun 2018,5.0 of 5 bubbles,AMAZING!!!!!!!,"We celebrated our mother's birthday here and it was a wonderful experience. Ariel, Karen M, Ninia and Lenie were very friendly and gave us an excellent customer service! I love their singing and cute dancing performance! Also, the food was great and the cakes were VERY delicious! I also love the various selection of drinks and pizzas! Bai hotels's architecture is also one of the top tiers here in Cebu. Definitely, will visit again soon! :)",June 2018,NA
Jessa v,Jun 2018,5.0 of 5 bubbles,Excellent Customer Service ,"New hotel located at the busy part of the city. I wasn't really sure about this hotel as to what I've heard about it from other people. However our stay has definitely change my views of the hotel especially with there great customer service. I would like to commend Michelle of housekeeping I can't remember her last name though it sound foreign and she looks foreign too, she was incredibly accommodating. One thing I love about the hotel is there pool on the 21st floor, the view is breathtaking during night time. My family and I had enjoyed our stay and we'll definitely comeback.",June 2018,NA
Yiu-kwong W,Jun 2018,5.0 of 5 bubbles,Pool Bar on 21st Floor,The Food is great. A very good view of the city on 21st Floor. We had one grilled quesadilla and one main dish called Lapu Lapu fillet (fish cooked in western style). The dessert Solo Halo Halo (yam ice cream and jelly drink) is sweet.,June 2018,NA
ianshortessex,Jun 2018,1.0 of 5 bubbles,Stay before departure for UK,Concierge only good thing about this hotel. Reception staff and management only interested in taking the money. Won't be going back as still owed a refund. Quick to take money but very slow on refunding despite promising to do so.,April 2018,NA
Jay G,Jun 2018,5.0 of 5 bubbles,Cafe Bai,"They offer variety of good food, from asian to western cuisine and it is undeniably delicious. Me and my family will surely come back to this place/hotel. We also like to commend the service of Ms. KAREN M. (IDK OF THE LAST NAME). Thanks!",June 2018,NA
Dennis F,Jun 2018,5.0 of 5 bubbles,Magnificent hotel,"This is one of the best hotel I've stayed in cebu so far.The buffet breakfast has wide selection, the staff are friendly and approacable.The location is good opposite to parkmalll,with lots of restaurants. The room is very good and has nice view.The restaurant staff named Jaiedz was very accommodating.Highly recommended,.",June 2018,NA
CecilleLim,Jun 2018,5.0 of 5 bubbles,Our first time at Bai,"It was a wonderful experience that awaited my family at Bai Hotel.  The lobby staff was courteous which made us  our stay all the more satisfied. The buffet was amazing, there was so much food to choose from.  The location is about 30 mins away from the airport, and a shopping mall is just across the street.  Definitely the hotel to go back to when we visit Cebu again.",June 2018,NA
alex l,Jun 2018,5.0 of 5 bubbles,Membership to Departure!,A well organized team from reception at the main entrance especially safety of guests are looked into. Frisking of items is of top priority either guests or visitors and brought in items. Membership is one important scene where one is entertained to why Bai Hotel and the final acceptance is quite excellent. The superbness of the staff is considered to be a heart-driven gesture in accommodating us during our stay.,April 2018,NA
bigeater10x,Jun 2018,2.0 of 5 bubbles,Discrimination,"Food and resto staff were amazing! Went up to the bar on the topmost floor just to check out the place. Ladies (wearing shorts) were allowed to go in but not me. The guy who was incharge of “guarding” the entrance of the bar said that men wearing shorts were not allowed to go in. So my cousin’s boyfriend and I waited outside. Then a korean guy, who was also wearing shorts, just went inside right away! What’s up with the dress code? Ladies and foreign guys who are wearing shorts allowed to go in but not men? Try to get things right, bai hotel!",February 2018,NA
Margaux D,Jun 2018,5.0 of 5 bubbles,Five star!!,"Loved everything!! Especially at Cafe Bai. Ariel was really nice, knows how to treat customers well. I highly recommend this place! EXCELLENT CUSTOMER SERVICE! WELL DONE!! KUDOS TO ALL THE STAFFS HERE!!",June 2018,NA
Margo K,Jun 2018,5.0 of 5 bubbles,I highly recommend!! A 5 star quality service!!,"Kudos to Ariel and kg for a very excellent service and was able to provide above expected behavior in dealing with customers. If I was his supervisor, I'd promote him! Good job to all employees!👍🏻👍🏻👍🏻👍🏻👍🏻",June 2018,NA
boholtinker,Jun 2018,5.0 of 5 bubbles,Close to perfection!,"I loved this Hotel from the moment I entered the lobby and it only became better and better as our stay passed. Rooms, pool, rooftop bar, service, breakfast and dinner buffet, everything was just incredible. exceptional friendly staff!",June 2018,NA
@Mikeselaeleventwo,Jun 2018,5.0 of 5 bubbles,High Quality Services!,"I stayed in the hotel last year as well during my birthday. My impressions remained excellent also this year. Very professional staff, clean, spacious and very nice rooms, very rich breakfast(huge selection) and very nice view. I will come back again.I would like to thank Hannah Cervantes from Front office for accommodating our requests without a nary complaint and Ian Subaldo (HK team leader) for a very creative towel art.",April 2018,NA
Gemma93072,Jun 2018,4.0 of 5 bubbles,Staycation,"It was our second time to book a stay in this hotel.  In both times we were impressed by the personalized and friendly service we got from the executive lounge.  From the food to the ambience and the view at the executive lounge, and to the attending staff, Dexter, overall we got a relaxing and wonderful staycation!",June 2018,NA
Ylanna,Jun 2018,5.0 of 5 bubbles,Marble and Grains at Bai Hotel,"We dropped by at Bai Hotel just to experience grade A steaks at Marble and Grains. Great service from Felcon, Neil , Paolo, Chef James , Dobie, jonathan the rest of the staffWe will definitely come back!",June 2018,NA
Cassandra T,Jun 2018,5.0 of 5 bubbles,A very memorable family experience!!,"My daughter's elementary graduation was held here, so to keep her happy we got her a room in this new hotel..we are in our venture again of hotel hopping and this time in Cebu City, trying out and comparing their Executive Rooms and what their executive lounge can offer. We started the venture with this hotel and it was a marvelous start!! The staff was really nice..food in their executive lounge was excellent and elegantly delicious!! You'll find some desert that you dont know what it is but they're just a delight to the taste!! The pool was nicely furnished. The roofdeck has a very nice view at night as the pool changes colors. That one night stay was definitely a memorable one with my family and we shall be back for more fun and !!",May 2018,NA
