Rating,Review Text,SA,Sentiment
4,clean comfortable efficient helpful staff specially front desk great breakfast clean rooms toilets clean fresh linens everyday fast room service good food reasonable prices great location safe comfortable,0.9878,Positive
3,nice overpriced premium room two city blocks dang elevator hotel carpet outdated upon arrival wait line forever check laundry service food good,0.5859,Positive
4,location good suite nice big got booking pal swingaround got good deal food selection still improve though hope management improve service aspect,0.946,Positive
4,good experience waterfront lahug recently cannot beat location due popularity may find things little busy front desk check check requests etc accommodating staff friendly professional stood stay room housekeeping attendant left passport substantial amount cash safety deposit box without closing room attendant nick recall name left note reminding forgotten lock nothing touched friendly reminder left speaks volumes way staff trained amount integrity dedication job guests request never much always taken care smile enthusiasm recommend hotel back,0.9794,Positive
4,husband booked us hotel celebrate birthday son loves stay different hotels rest unwindthanks great hospitality especially delicious breakfast son also loved stay said next favorite place go,0.9732,Positive
2,help extended unloading belongings explicitly asked help time helpedcheck took much time system manual didnt enough clean roomson way room help extended exiting elevator staff nice enough help luggages staff looks requiring assistance,0.8845,Positive
5,stayed days hotel located near cbdi slept well able get blog stuff done fast stable wifi connection enjoyed watching food channels downtime sure go cold bottled water since mini ref room ac get little cold comfort dont forget adjust room welcome respite heat outside still cool got back afternoon evening never run food choices well several restaurants various cuisines ground floor one thing wasnt able enjoy though pool,0.9388,Positive
2,outdated rooms pillows uncomfortable double charged booking still havent contacted rectified good food overall little expensive would nice complimentary water,-0.095,Negative
1,disaster staying hotel temperature room hot experience transferred one room another inconvenience try transferring almost 5 rooms still meet expectation give money back,-0.765,Negative
3,many cleaners one group talking loudly mocking manner along hallway rooms food flavor inconsistent ordered kind soup dinner two nights row second order salty bother finish food,-0.1779,Negative
3,far airport rooms furniture outdated need upgrade new style design front desk accommodating fixing issue booking emergency medications clinic overpriced,-0.3818,Negative
4,experience 3 days amazing wifi good hotel room service accommodating friendly mr arnold room quite old maintain clean also notice security friendly staff,0.955,Positive
5,nice facilities great choice places dine onsite clean feel safe hotel biggest feature wonderful staff cater customers security personnel valet bell staff reception restaurant housekeeping kept wanting stay extended stay 3 times checking hard,0.9531,Positive
5,fantastic experience pleased stay hotel recommend good breakfast buffet selection foods great room service top quality hotel staff curtious polite,0.9501,Positive
4,feel relax worries called housekeing forn extra pillows balnket delivered right away called another concerned room cr inconveniences immediately send somebody fix thank waterfront immediate attention,0.3818,Positive
4,staff wonderful moment stepped taxi moment departed lobby well set get room hotel bit dated feeling soon come eagerness serve stafff enjoyed time would definitely stay,0.9337,Positive
