Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Doron T,Oct 2017,5.0 of 5 bubbles,Very nice!,"We stayed one night at the Harolds hotel and had a good experience. We didn't leave the hotel once we checked in, until we checked out - it has everything! Big rooms, good night buffet, gym, nice roof bar with a cool live band, and a good and big breakfast buffet. The hotel is also very close to the port if you are planning to port if you have a fairy to catch",October 2017,NA
Tato P,Oct 2017,5.0 of 5 bubbles,DELICIOUS BREAKFAST BUFFET,"Ditto to one review which said ""best value for a buffet in the city"", food was so delicious you cannot help but go for second servings and even more. Add the great staff who are so accomodating and caring and you have a perfect breakfast to start your day. Keep it up Harold's.c"",)",July 2017,NA
Mark D,Oct 2017,5.0 of 5 bubbles,awesome buffet .. we go often,"for me., best value for a buffet in the city, add in the 5 star service, super foods, variety, and the desserts(?), out of this world .. Its a MUST go for anyone looking for an awesome all you can eat... just super food all around, great variety, look for the themed nights.. as the selection does vary.. we like weekends for family times",September 2017,NA
Jo M,Sep 2017,4.0 of 5 bubbles,Breakfast,I had breakfast with my girlfriend at Harold's and their food is really great.  They have a variety of choices.  From pastries to meal.  I like that they serve coffee and they would refill if I they notice that your glass is empty,September 2017,NA
Geoff C,Sep 2017,5.0 of 5 bubbles,Fantastic Hotel,"Great place to stay, very clean and spacious room especially room with the balcony. Staff were so polite and helpful, close to Mall, buffet breakfast was great, I highly recommend this Hotel as I certainly will be when I return for another holiday.",September 2017,NA
Clifford P,Sep 2017,5.0 of 5 bubbles,Passion,"The great staff of Harolds Hotel serve with Passion! They remember your name, serve with gusto genuinely! A special mention to Lowela, Carleen, their Supervisor Love and the other staff from the front desk, bell service to the security! And oh, Neil the shuttle service driver is superb too! Great food! Excellent clean rooms and the rates are very reasonable! Thank you Harolds for the extra mile service! Passion indeed!",September 2017,NA
Tim L,Sep 2017,5.0 of 5 bubbles,Excellent Hotel with an Amazing Staff!!!,"Excellent room, excellent dining, an amazing, friendly staff that makes you feel welcome and that goes above and beyond to make your stay pleasant. Everyone from security, to the bellmen, to the dining room, to the housekeeping and from front desk staff were all amazing.Not only did I have a great stay here, I made a lot of friendships that I will treasure. I cant wait for my next trip to Cebu. I will definitely be staying at Harolds when I return.Read more",August 2017,NA
Steve R,Sep 2017,5.0 of 5 bubbles,Great hotel. fantastic staff.,"I have stayed at this hotel 5 times. This hotel is fantastic. The rooms are very big, clean, modern and well kitted out with everything you need. The hotel has a very nice bar and restaurant. The breakfast buffet is great with plenty of selection. The restaurant lunch and dinner menu is well worth the money.  The staff at this hotel are amazing, the best I've ever come across, nothing is too much for them, any request you have they will make it happen. I would recommend this hotel to any traveller and will always stay here when I visit Cebu.",August 2017,NA
AllanYin,Sep 2017,5.0 of 5 bubbles,Delightful stay at Harold's Hotel in Cebu City,First time I stayed in this hotel during my past 4 years of visits to Cebu City. Service staff were professional and courteous compounded with excellent attitude. My room had a patio and Housekeeping was excellent and efficient. Enjoyed my time at Highlights Bar (rooftop) and H-Cafe. Very warm and friendly atmosphere with good live bands at Highlights Bar. Will definitely stay in this hotel on my next visit.,August 2017,NA
meroibrava,Sep 2017,4.0 of 5 bubbles,Breakfast buffet,"Went there for a breakfast buffet together with my workmates, we paid around 350 php per head. The price is worth it since we had a sumptuous breakfast. I love their cereals,pancakes and their juices.",October 2016,NA
Darksoul67,Aug 2017,4.0 of 5 bubbles,An ok buffet,Family went there for a family dinner buffet. Unlike other buffets that I've gone too they only offer few choices. What I like though  is that they have a bbq station and it's serve hot but it easily gets sold out so when they grill a new batch you have to wait.  I like their staffs because they are very active.,July 2017,NA
Graham Airogerg L,Aug 2017,3.0 of 5 bubbles,Limited Food,"Harolds Hotel Buffet is for the people who love buffet at an affordable price. For just 350, you can already enjoy an all you can eat breakfast at Harolds. I like the staff because they are very helpful and warm. The food is ok and very limited. It was inconvenient for us to always request for bacon and danggit because it is just very limited and they dont display it on the counters. Very disappointing but we still enjoyed it.",November 2016,NA
Mad_Madarang,Aug 2017,3.0 of 5 bubbles,Terrible breakfast,"I would not book a room if there is no breakfast included. So, I was happy with the rooms. Contemporary design- clean and simple- i love it that way. The breakfast was pathetic... oily and that corned beef!!! This could be the place if you are on a business trip but not for romantic or family get aways...",May 2017,NA
casper020687,Aug 2017,4.0 of 5 bubbles,Business pleasure,"I will definitely recommend this hotel to my friends. We ate at their buffet, the food were delicious and the people were very accommodating. Love their breakfast buffet so much. We'll surely comeback.",March 2017,NA
houseoftoni,Aug 2017,3.0 of 5 bubbles,Valentines Day,"Its Valentines Day when we had our staycation with my boyfriend in Harolds hotel. We were able to get a promo for booking our room in advance.. Their rooms are just okay, a bit small. Ventilation is okay. Services not so, because some of their staffs are so accommodating and not even smiling, it seems that they are not willing to assist or maybe they are just having bad days. So i wnated to stay again soon just to check if service are the same.",February 2017,NA
Dashy A,Aug 2017,4.0 of 5 bubbles,Burp,We ate at their buffet and their food was really awesome. Good taste of food. Worth the pay. I would recommend this if you want delicious food. It's just located on the city and easy access. Very hospitable staff.,August 2017,NA
Eugene  G,Aug 2017,4.0 of 5 bubbles,"Great stay, but function rooms need improvement",I always prefer to stay at Harold's Hotel in Cebu City for the good value for money that it gives. We've held a number of functions there and the constant problem is the sound-proofing. I do hope they improve it.,July 2017,NA
jetsetmark2016,Aug 2017,5.0 of 5 bubbles,Oh Harold's best place and  the best service.....,Having been traveling to the Philippines for many years now i always enjoy my time at Harold's hotel...it is without doubt a home away from home a lovely place with the best most helpful staff you will ever find here in Cebu Philippines.My buffet dinner(wonderful manager there  called John ever so helpful and has a great relationship towards his staff !) is one of the things I enjoy before I go to the highlights roof deck to watch the band having a few cocktails overlooking great views of the city to add.....thank you so very much guys see you all soon...,July 2017,NA
Bluecarrot2020,Aug 2017,2.0 of 5 bubbles,Function Rooms available but not sound proof!,"We used the function room of this hotel for a half day meeting. The room was spacious for about 25 people, but a bit old. Air-conditioning was average. We were served cheese sandwich , ice cream and a noodle soup for merienda/snacks. The bathrooms were clean and the staff was attentive and friendly. However, the function rooms were not sound proof ; thus, we could hear the discussions and music in the room beside us (and I guess, vice-versa?) which was distracting to our meeting. It also brought up a concern that confidential topics being discussed may be heard in the other room.I guess the budget was ok so this hate is acceptable for short meetings that were not critical. Not really my kind of hotel to use for a business meeting though.",August 2017,NA
